article,is_tk,is_han,name_id,is_engi
韓キン,FALSE,TRUE,韓歆,FALSE
韓説,FALSE,TRUE,韓説,FALSE
高峻,FALSE,TRUE,高峻,FALSE
丁チン,FALSE,TRUE,丁綝,FALSE
劉信_(厳郷侯),FALSE,TRUE,劉信,FALSE
劉尚,FALSE,TRUE,劉尚,FALSE
劉林,FALSE,TRUE,劉林,FALSE
劉楊,FALSE,TRUE,劉楊,FALSE
史キン,FALSE,TRUE,史歆,FALSE
宋弘,FALSE,TRUE,宋弘,FALSE
宗広,FALSE,TRUE,宗広,FALSE
宣秉,FALSE,TRUE,宣秉,FALSE
張湛,FALSE,TRUE,張湛,FALSE
張衡_(道教),FALSE,TRUE,張衡,FALSE
杜林,FALSE,TRUE,杜林,FALSE
王商_(レイ吾),FALSE,TRUE,王商,FALSE
耿況,FALSE,TRUE,耿況,FALSE
苗曽,FALSE,TRUE,苗曽,FALSE
蔡茂,FALSE,TRUE,蔡茂,FALSE
薛宣,FALSE,TRUE,薛宣,FALSE
趙憙,FALSE,TRUE,趙憙,FALSE
迦葉摩騰,FALSE,TRUE,迦葉摩騰,FALSE
郭キュウ,FALSE,TRUE,郭伋,FALSE
郭丹,FALSE,TRUE,郭丹,FALSE
隗純,FALSE,TRUE,隗純,FALSE
韓信,FALSE,TRUE,韓信,FALSE
馬何羅,FALSE,TRUE,馬何羅,FALSE
鮑永,FALSE,TRUE,鮑永,FALSE
トウ通,FALSE,TRUE,鄧通,FALSE
呼韓邪単于,FALSE,TRUE,呼韓邪単于,FALSE
宋昌,FALSE,TRUE,宋昌,FALSE
張猛,FALSE,TRUE,張猛,FALSE
張衡_(科学者),FALSE,TRUE,張衡,FALSE
楊ウン,FALSE,TRUE,楊惲,FALSE
田フン,FALSE,TRUE,田蚡,FALSE
田広明,FALSE,TRUE,田広明,FALSE
袁オウ,FALSE,TRUE,袁盎,FALSE
雍歯,FALSE,TRUE,雍歯,FALSE
亭独尸逐侯テイ単于,FALSE,TRUE,亭独尸逐侯鞮単于,FALSE
伊陵尸逐就単于,FALSE,TRUE,伊陵尸逐就単于,FALSE
去特若尸逐就単于,FALSE,TRUE,去特若尸逐就単于,FALSE
周堪,FALSE,TRUE,周堪,FALSE
呼徴,FALSE,TRUE,呼徴,FALSE
呼蘭若尸逐就単于,FALSE,TRUE,呼蘭若尸逐就単于,FALSE
安国単于,FALSE,TRUE,安国単于,FALSE
屠特若尸逐就単于,FALSE,TRUE,屠特若尸逐就単于,FALSE
支婁迦讖,FALSE,TRUE,支婁迦讖,FALSE
朱家,FALSE,TRUE,朱家,FALSE
烏稽侯尸逐テイ単于,FALSE,TRUE,烏稽侯尸逐鞮単于,FALSE
萬氏尸逐侯テイ単于,FALSE,TRUE,萬氏尸逐侯鞮単于,FALSE
車紐,FALSE,TRUE,車紐,FALSE
コウ犁湖単于,FALSE,TRUE,呴犁湖単于,FALSE
シツ支単于,FALSE,TRUE,郅支単于,FALSE
且テイ侯,FALSE,TRUE,且鞮侯,FALSE
丘浮尤テイ単于,FALSE,TRUE,丘浮尤鞮単于,FALSE
丘除車林テイ単于,FALSE,TRUE,丘除車林鞮単于,FALSE
伊伐於慮テイ単于,FALSE,TRUE,伊伐於慮鞮単于,FALSE
伊屠於閭テイ単于,FALSE,TRUE,伊屠於閭鞮単于,FALSE
休蘭尸逐侯テイ単于,FALSE,TRUE,休蘭尸逐侯鞮単于,FALSE
児単于,FALSE,TRUE,児単于,FALSE
右谷蠡王単于,FALSE,TRUE,右谷蠡王単于,FALSE
壺衍テイ単于,FALSE,TRUE,壺衍鞮単于,FALSE
於除ケン,FALSE,TRUE,於除鞬,FALSE
昆莫,FALSE,TRUE,昆莫,FALSE
李膺_(後漢),FALSE,TRUE,李膺,FALSE
橋玄,FALSE,TRUE,橋玄,FALSE
湖邪尸逐侯テイ単于,FALSE,TRUE,湖邪尸逐侯鞮単于,FALSE
烏維単于,FALSE,TRUE,烏維単于,FALSE
狐鹿姑単于,FALSE,TRUE,狐鹿姑単于,FALSE
逢侯,FALSE,TRUE,逢侯,FALSE
郭泰,FALSE,TRUE,郭泰,FALSE
醢僮尸逐侯テイ単于,FALSE,TRUE,醢僮尸逐侯鞮単于,FALSE
醢落尸逐テイ単于,FALSE,TRUE,醢落尸逐鞮単于,FALSE
須卜骨都侯単于,FALSE,TRUE,須卜骨都侯単于,FALSE
黄瓊,FALSE,TRUE,黄瓊,FALSE
黄香,FALSE,TRUE,黄香,FALSE
イクケン左賢王単于,FALSE,TRUE,薁鞬左賢王単于,FALSE
伊利目単于,FALSE,TRUE,伊利目単于,FALSE
呼掲単于,FALSE,TRUE,呼掲単于,FALSE
呼都而尸道皐若テイ単于,FALSE,TRUE,呼都而尸道皐若鞮単于,FALSE
屠耆単于,FALSE,TRUE,屠耆単于,FALSE
復株累若テイ単于,FALSE,TRUE,復株累若鞮単于,FALSE
捜諧若テイ単于,FALSE,TRUE,捜諧若鞮単于,FALSE
握衍クテイ単于,FALSE,TRUE,握衍朐鞮単于,FALSE
烏珠留若テイ単于,FALSE,TRUE,烏珠留若鞮単于,FALSE
烏累若テイ単于,FALSE,TRUE,烏累若鞮単于,FALSE
烏藉単于,FALSE,TRUE,烏藉単于,FALSE
蒲奴,FALSE,TRUE,蒲奴,FALSE
虚閭権渠単于,FALSE,TRUE,虚閭権渠単于,FALSE
車牙若テイ単于,FALSE,TRUE,車牙若鞮単于,FALSE
車犁単于,FALSE,TRUE,車犁単于,FALSE
閏振単于,FALSE,TRUE,閏振単于,FALSE
須卜単于,FALSE,TRUE,須卜単于,FALSE
司馬雋,FALSE,TRUE,司馬儁,FALSE
祖郎,FALSE,TRUE,祖郎,FALSE
劉キン_(驍騎将軍),FALSE,TRUE,劉歆,FALSE
烏達テイ侯,FALSE,TRUE,烏達鞮侯単于,FALSE
魏無知,FALSE,TRUE,魏無知,FALSE
利蒼,FALSE,TRUE,利蒼,FALSE
張挙,FALSE,TRUE,張挙,FALSE
張済_(司空),FALSE,TRUE,張済,FALSE
欧陽歙,FALSE,TRUE,欧陽歙,FALSE
王門,FALSE,TRUE,王門,FALSE
雲台二十八将,FALSE,TRUE,雲台二十八将,FALSE
耿秉,FALSE,TRUE,耿秉,FALSE
諸葛珪,FALSE,TRUE,諸葛珪,FALSE
王恢,FALSE,TRUE,王恢,FALSE
費長房_(後漢),FALSE,TRUE,費長房,FALSE
劉洪,FALSE,TRUE,劉洪,FALSE
李広,FALSE,TRUE,李広,FALSE
賈逵_(漢),FALSE,TRUE,賈逵,FALSE
王温舒,FALSE,TRUE,王温舒,FALSE
賈誼,FALSE,TRUE,賈誼,FALSE
何武,FALSE,TRUE,何武,FALSE
公孫賀,FALSE,TRUE,公孫賀,FALSE
劉元,FALSE,TRUE,劉元,FALSE
劉歙,FALSE,TRUE,劉歙,FALSE
劉永_(新朝),FALSE,TRUE,劉永,FALSE
劉稷,FALSE,TRUE,劉稷,FALSE
哀章,FALSE,TRUE,哀章,FALSE
崔発,FALSE,TRUE,崔発,FALSE
張放,FALSE,TRUE,張放,FALSE
張歩,FALSE,TRUE,張歩,FALSE
彭寵,FALSE,TRUE,彭寵,FALSE
朱鮪,FALSE,TRUE,朱鮪,FALSE
李松,FALSE,TRUE,李松,FALSE
李聖,FALSE,TRUE,李聖,FALSE
来歙,FALSE,TRUE,来歙,FALSE
楊音,FALSE,TRUE,楊音,FALSE
王匡_(更始),FALSE,TRUE,王匡,FALSE
甄阜,FALSE,TRUE,甄阜,FALSE
盧芳,FALSE,TRUE,盧芳,FALSE
胡殷,FALSE,TRUE,胡殷,FALSE
蘇茂,FALSE,TRUE,蘇茂,FALSE
枚乗,FALSE,TRUE,枚乗,FALSE
田叔,FALSE,TRUE,田叔,FALSE
鄭崇,FALSE,TRUE,鄭崇,FALSE
賈覧,FALSE,TRUE,賈覧,FALSE
張奐,FALSE,TRUE,張奐,FALSE
劉備,FALSE,TRUE,劉備,FALSE
司馬談,FALSE,TRUE,司馬談,FALSE
司馬遷,FALSE,TRUE,司馬遷,FALSE
張良,FALSE,TRUE,張良,FALSE
王莽,FALSE,TRUE,王莽,FALSE
董仲舒,FALSE,TRUE,董仲舒,FALSE
蔡倫,FALSE,TRUE,蔡倫,FALSE
冒頓単于,FALSE,TRUE,冒頓単于,FALSE
孫権,FALSE,TRUE,孫権,FALSE
李陵,FALSE,TRUE,李陵,FALSE
班固,FALSE,TRUE,班固,FALSE
班超,FALSE,TRUE,班超,FALSE
蕭何,FALSE,TRUE,蕭何,FALSE
金日テイ,FALSE,TRUE,金日磾,FALSE
霍光,FALSE,TRUE,霍光,FALSE
霍去病,FALSE,TRUE,霍去病,FALSE
韓王信,FALSE,TRUE,韓王信,FALSE
項伯,FALSE,TRUE,項伯,FALSE
盧綰,FALSE,TRUE,盧綰,FALSE
随何,FALSE,TRUE,随何,FALSE
司馬相如,FALSE,TRUE,司馬相如,FALSE
周亜夫,FALSE,TRUE,周亜夫,FALSE
樊カイ,FALSE,TRUE,樊噲,FALSE
袁安,FALSE,TRUE,袁安,FALSE
陳平,FALSE,TRUE,陳平,FALSE
劉向,FALSE,TRUE,劉向,FALSE
劉賢_(呉王世子),FALSE,TRUE,劉賢,FALSE
晁錯,FALSE,TRUE,晁錯,FALSE
曹萌,FALSE,TRUE,曹萌,FALSE
曹騰,FALSE,TRUE,曹騰,FALSE
李儒,FALSE,TRUE,李儒,FALSE
陳寔,FALSE,TRUE,陳寔,FALSE
馬援,FALSE,TRUE,馬援,FALSE
王昭君,FALSE,TRUE,王昭君,FALSE
徴姉妹,FALSE,TRUE,徴姉妹,FALSE
徐稚,FALSE,TRUE,徐稚,FALSE
曹参,FALSE,TRUE,曹参,FALSE
王鳳_(更始),FALSE,TRUE,王鳳,FALSE
梁冀,FALSE,TRUE,梁冀,FALSE
何休,FALSE,TRUE,何休,FALSE
孔安国,FALSE,TRUE,孔安国,FALSE
スイ弘,FALSE,TRUE,眭弘,FALSE
上官安,FALSE,TRUE,上官安,FALSE
主父偃,FALSE,TRUE,主父偃,FALSE
京房,FALSE,TRUE,京房,FALSE
劉喜_(驍騎将軍),FALSE,TRUE,劉喜,FALSE
卓茂,FALSE,TRUE,卓茂,FALSE
叔孫通,FALSE,TRUE,叔孫通,FALSE
叔寿,FALSE,TRUE,叔寿,FALSE
史丹,FALSE,TRUE,史丹,FALSE
呂産,FALSE,TRUE,呂産,FALSE
呂禄,FALSE,TRUE,呂禄,FALSE
孫寿,FALSE,TRUE,孫寿,FALSE
尹翁帰,FALSE,TRUE,尹翁帰,FALSE
師丹,FALSE,TRUE,師丹,FALSE
張禹,FALSE,TRUE,張禹,FALSE
張豊,FALSE,TRUE,張豊,FALSE
張釈之,FALSE,TRUE,張釈之,FALSE
彭宣,FALSE,TRUE,彭宣,FALSE
朱博,FALSE,TRUE,朱博,FALSE
朱買臣,FALSE,TRUE,朱買臣,FALSE
李尋,FALSE,TRUE,李尋,FALSE
楊敞,FALSE,TRUE,楊敞,FALSE
楊賜,FALSE,TRUE,楊賜,FALSE
王崇,FALSE,TRUE,王崇,FALSE
耿舒,FALSE,TRUE,耿舒,FALSE
范明友,FALSE,TRUE,范明友,FALSE
蔡義,FALSE,TRUE,蔡義,FALSE
蘇竟,FALSE,TRUE,蘇竟,FALSE
許広漢,FALSE,TRUE,許広漢,FALSE
趙充国,FALSE,TRUE,趙充国,FALSE
趙匡,FALSE,TRUE,趙匡,FALSE
郭涼,FALSE,TRUE,郭涼,FALSE
陳咸,FALSE,TRUE,陳咸,FALSE
馬宮,FALSE,TRUE,馬宮,FALSE
馮勤,FALSE,TRUE,馮勤,FALSE
鮑宣,FALSE,TRUE,鮑宣,FALSE
黄覇,FALSE,TRUE,黄覇,FALSE
傅喜,FALSE,TRUE,傅喜,FALSE
児寛,FALSE,TRUE,児寛,FALSE
劇孟,FALSE,TRUE,劇孟,FALSE
吾丘寿王,FALSE,TRUE,吾丘寿王,FALSE
夏侯勝,FALSE,TRUE,夏侯勝,FALSE
寧成,FALSE,TRUE,寧成,FALSE
張敖,FALSE,TRUE,張敖,FALSE
張純_(伯仁),FALSE,TRUE,張純,FALSE
息夫躬,FALSE,TRUE,息夫躬,FALSE
朱雲,FALSE,TRUE,朱雲,FALSE
李延年,FALSE,TRUE,李延年,FALSE
柴武,FALSE,TRUE,柴武,FALSE
楊僕,FALSE,TRUE,楊僕,FALSE
楊王孫,FALSE,TRUE,楊王孫,FALSE
段会宗,FALSE,TRUE,段会宗,FALSE
汲黯,FALSE,TRUE,汲黯,FALSE
淳于意,FALSE,TRUE,淳于意,FALSE
申屠嘉,FALSE,TRUE,申屠嘉,FALSE
石奮,FALSE,TRUE,石奮,FALSE
石慶,FALSE,TRUE,石慶,FALSE
終軍,FALSE,TRUE,終軍,FALSE
義縦,FALSE,TRUE,義縦,FALSE
翼奉,FALSE,TRUE,翼奉,FALSE
荘助,FALSE,TRUE,荘助,FALSE
薛広徳,FALSE,TRUE,薛広徳,FALSE
衛綰,FALSE,TRUE,衛綰,FALSE
谷永,FALSE,TRUE,谷永,FALSE
賈捐之,FALSE,TRUE,賈捐之,FALSE
路温舒,FALSE,TRUE,路温舒,FALSE
辛慶忌,FALSE,TRUE,辛慶忌,FALSE
郭欽_(新),FALSE,TRUE,郭欽,FALSE
郭解,FALSE,TRUE,郭解,FALSE
鄭弘,FALSE,TRUE,鄭弘,FALSE
鄭当時,FALSE,TRUE,鄭当時,FALSE
雋不疑,FALSE,TRUE,雋不疑,FALSE
韓安国,FALSE,TRUE,韓安国,FALSE
馮唐,FALSE,TRUE,馮唐,FALSE
馮奉世,FALSE,TRUE,馮奉世,FALSE
李固,FALSE,TRUE,李固,FALSE
周勝之,FALSE,TRUE,周勝之,FALSE
張綱,FALSE,TRUE,張綱,FALSE
上官桀,FALSE,TRUE,上官桀,FALSE
傅俊,FALSE,TRUE,傅俊,FALSE
劉植,FALSE,TRUE,劉植,FALSE
堅鐔,FALSE,TRUE,堅鐔,FALSE
弘恭,FALSE,TRUE,弘恭,FALSE
景丹,FALSE,TRUE,景丹,FALSE
杜茂,FALSE,TRUE,杜茂,FALSE
桑弘羊,FALSE,TRUE,桑弘羊,FALSE
王嘉,FALSE,TRUE,王嘉,FALSE
王梁,FALSE,TRUE,王梁,FALSE
竇憲,FALSE,TRUE,竇憲,FALSE
蕭望之,FALSE,TRUE,蕭望之,FALSE
賈復,FALSE,TRUE,賈復,FALSE
銚期,FALSE,TRUE,銚期,FALSE
韋玄成,FALSE,TRUE,韋玄成,FALSE
韋賢,FALSE,TRUE,韋賢,FALSE
魏相,FALSE,TRUE,魏相,FALSE
厳光,FALSE,TRUE,厳光,FALSE
班昭,FALSE,TRUE,班昭,FALSE
董賢,FALSE,TRUE,董賢,FALSE
伏勝,FALSE,TRUE,伏勝,FALSE
欒布,FALSE,TRUE,欒布,FALSE
于定国,FALSE,TRUE,于定国,FALSE
公孫敖,FALSE,TRUE,公孫敖,FALSE
卜式,FALSE,TRUE,卜式,FALSE
周昌,FALSE,TRUE,周昌,FALSE
張延寿,FALSE,TRUE,張延寿,FALSE
張敞,FALSE,TRUE,張敞,FALSE
李蔡,FALSE,TRUE,李蔡,FALSE
王尊,FALSE,TRUE,王尊,FALSE
田延年,FALSE,TRUE,田延年,FALSE
竇嬰,FALSE,TRUE,竇嬰,FALSE
許嘉,FALSE,TRUE,許嘉,FALSE
金安上,FALSE,TRUE,金安上,FALSE
陳万年,FALSE,TRUE,陳万年,FALSE
韓延寿,FALSE,TRUE,韓延寿,FALSE
左雄,FALSE,TRUE,左雄,FALSE
梁松,FALSE,TRUE,梁松,FALSE
連休_(鮮卑),FALSE,TRUE,連休,FALSE
郭況,FALSE,TRUE,郭況,FALSE
李旻,FALSE,TRUE,李旻,FALSE
桓焉,FALSE,TRUE,桓焉,FALSE
耿国,FALSE,TRUE,耿国,FALSE
南華老仙,FALSE,FALSE,南華老仙,TRUE
卞喜,FALSE,FALSE,卞喜,TRUE
周倉,FALSE,FALSE,周倉,TRUE
忙牙長,FALSE,FALSE,忙牙長,TRUE
方悦,FALSE,FALSE,方悦,TRUE
木鹿大王,FALSE,FALSE,木鹿大王,TRUE
武安国,FALSE,FALSE,武安国,TRUE
貂蝉,FALSE,FALSE,貂蝉,TRUE
金環三結,FALSE,FALSE,金環三結,TRUE
鞏志,FALSE,FALSE,鞏志,TRUE
ケイ道栄,FALSE,FALSE,邢道栄,TRUE
トウ茂,FALSE,FALSE,鄧茂,TRUE
兀突骨,FALSE,FALSE,兀突骨,TRUE
夏侯恩,FALSE,FALSE,夏侯恩,TRUE
孟優,FALSE,FALSE,孟優,TRUE
帯来洞主,FALSE,FALSE,帯来洞主,TRUE
楊齢,FALSE,FALSE,楊齢,TRUE
董荼那,FALSE,FALSE,董荼那,TRUE
蔡中,FALSE,FALSE,蔡中,TRUE
蔡和,FALSE,FALSE,蔡和,TRUE
譚雄,FALSE,FALSE,譚雄,TRUE
阿会喃,FALSE,FALSE,阿会喃,TRUE
陳応,FALSE,FALSE,陳応,TRUE
韓徳,FALSE,FALSE,韓徳,TRUE
鮑隆,FALSE,FALSE,鮑隆,TRUE
黄奎,FALSE,FALSE,黄奎,TRUE
夏侯傑,FALSE,FALSE,夏侯傑,TRUE
夏侯存,FALSE,FALSE,夏侯存,TRUE
夏侯徳,FALSE,FALSE,夏侯徳,TRUE
孟節,FALSE,FALSE,孟節,TRUE
晏明,FALSE,FALSE,晏明,TRUE
楊松,FALSE,FALSE,楊松,TRUE
胡班,FALSE,FALSE,胡班,TRUE
越吉,FALSE,FALSE,越吉,TRUE
趙岑,FALSE,FALSE,趙岑,TRUE
周善,FALSE,FALSE,周善,TRUE
朶思大王,FALSE,FALSE,朶思大王,TRUE
孔秀,FALSE,FALSE,孔秀,TRUE
孟坦,FALSE,FALSE,孟坦,TRUE
徐康,FALSE,FALSE,徐康,TRUE
徹里吉,FALSE,FALSE,徹里吉,TRUE
楊鋒,FALSE,FALSE,楊鋒,TRUE
裴元紹,FALSE,FALSE,裴元紹,TRUE
雅丹,FALSE,FALSE,雅丹,TRUE
顎煥,FALSE,FALSE,顎煥,TRUE
キョウ景,FALSE,FALSE,龔景,TRUE
兪渉,FALSE,FALSE,兪渉,TRUE
八健将,FALSE,FALSE,八健将,TRUE
李珪,FALSE,FALSE,李珪,TRUE
荀正,FALSE,FALSE,荀正,TRUE
蔡勲,FALSE,FALSE,蔡勲,TRUE
陳横,FALSE,FALSE,陳横,TRUE
劉安_(三国志演義),FALSE,FALSE,劉安,TRUE
普浄,FALSE,FALSE,普浄,TRUE
王植,FALSE,FALSE,王植,TRUE
紫虚上人,FALSE,FALSE,紫虚上人,TRUE
鄭文,FALSE,FALSE,鄭文,TRUE
劉賢_(演義),FALSE,FALSE,劉賢,TRUE
宗宝,FALSE,FALSE,宗宝,TRUE
崔勇,FALSE,FALSE,崔勇,TRUE
戈定,FALSE,FALSE,戈定,TRUE
王垢,FALSE,FALSE,王垕,TRUE
盧遜,FALSE,FALSE,盧遜,TRUE
祝融夫人,FALSE,FALSE,祝融夫人,TRUE
秦キ,FALSE,FALSE,秦琪,TRUE
秦慶童,FALSE,FALSE,秦慶童,TRUE
秦良,FALSE,FALSE,秦良,TRUE
穆順,FALSE,FALSE,穆順,TRUE
苟安,FALSE,FALSE,苟安,TRUE
賈華,FALSE,FALSE,賈華,TRUE
辛明_(演義),FALSE,FALSE,辛明,TRUE
鍾進,FALSE,FALSE,鍾進,TRUE
韓福,FALSE,FALSE,韓福,TRUE
鮑忠,FALSE,FALSE,鮑忠,TRUE
慕容烈,FALSE,FALSE,慕容烈,TRUE
岑威,FALSE,FALSE,岑威,TRUE
張普,FALSE,FALSE,張普,TRUE
楊済,FALSE,FALSE,楊済,TRUE
孫冀,FALSE,FALSE,孫冀,TRUE
崔禹,FALSE,FALSE,崔禹,TRUE
関索,FALSE,FALSE,関索,TRUE
党均,FALSE,FALSE,党均,TRUE
厳政,FALSE,FALSE,厳政,TRUE
潘鳳,FALSE,FALSE,潘鳳,TRUE
程遠志,FALSE,FALSE,程遠志,TRUE
